RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,Earth,Europa,Mars,CryoSleep,VIP,Teens,Youngs,Adult,Elderly
0.0,0.0,0.0,0.0,0.0,False,0,0,1,0,1,0,0,0,0,1,0,0
0.1939256198197162,0.016012207141077484,0.04447835316965968,0.9767446356057266,0.07828190157860103,True,0,0,1,1,0,0,0,0,0,1,0,0
0.00565186783976372,0.47002510220918753,0.0,0.8826114545119391,0.006440500561591216,False,0,0,1,0,1,0,0,1,0,0,1,0
0.0,0.35717216423929193,0.10328205216896126,0.9267545867128627,0.053728938190322165,False,0,0,1,0,1,0,0,0,0,1,0,0
0.4574456561918611,0.10568051463178309,0.2279679672771321,0.8529927252422492,0.0030194432751938028,True,0,0,1,1,0,0,0,0,1,0,0,0
0.0,0.8565526387035896,0.0,0.5160596643121006,0.0,True,0,1,0,1,0,0,0,0,0,0,1,0
0.027280239690360912,0.9996259257967962,0.0019485885493114937,0.0,0.0,True,0,0,1,1,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,1.0,True,0,0,1,1,0,0,1,0,0,1,0,0
0.0,0.9639560222391864,0.020875480736390024,0.26524140229766147,0.0,True,0,0,1,1,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,1,0,1,0,1,0,0,0
0.0,0.0,1.0,0.0,0.0,True,0,0,1,0,1,0,1,0,0,1,0,0
0.005327344767747342,0.9964866687363297,0.0804565658513637,0.015025844216723271,0.016938224389760777,True,1,0,0,0,1,0,0,0,0,0,1,0
0.06454298568276061,0.0,0.9929009989279475,0.0,0.0999090052349582,True,0,0,1,0,0,1,0,0,0,1,0,0
0.9953876570074487,0.0013844056425694696,0.08998636676701552,0.0,0.03322573542166727,False,0,0,1,1,0,0,0,0,0,0,1,0
0.008212422737094357,0.9998624682412379,0.012318634105641536,0.002053105684273589,0.007185869894957562,True,0,0,1,1,0,0,0,0,0,1,0,0
0.03650533180770203,0.0,0.9993334582358431,0.0,0.0,False,0,0,1,1,0,0,0,0,0,1,0,0
0.9866473186351038,0.09360106755325245,0.1332888171717776,0.0,0.0,False,1,0,0,0,0,1,0,0,0,1,0,0
0.0,0.0015698567782952725,0.0,0.0,0.9999987677740886,False,1,0,0,1,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,1,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,0,0,1,0,0,0
0.5187477107063391,0.0,0.0012590963852095608,0.0,0.8549264455572918,False,1,0,0,1,0,0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,False,0,0,1,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,False,1,0,0,1,0,0,1,0,0,0,1,0
0.0,0.0,1.0,0.0,0.0,False,1,0,0,1,0,0,1,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,0,0,1,0,0,0
1.0,0.0,0.0,0.0,0.0,False,0,1,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,False,0,0,1,1,0,0,0,0,1,0,0,0
0.9975284558911536,0.002035772358961538,0.07023414638417305,0.0,0.0,False,0,0,1,0,0,1,0,0,0,1,0,0
0.0,0.0,1.0,0.0,0.0,True,0,0,1,0,1,0,1,0,0,0,0,1
0.0,0.21993084159215717,0.0,0.9755154662621016,0.0,False,0,0,1,1,0,0,0,0,1,0,0,0
0.0035202369734321395,0.9717454154387902,0.0,0.23009548944524622,0.05248353305844281,False,1,0,0,0,1,0,0,0,0,1,0,0
0.9918826341849463,0.0,0.1199075895548024,0.04232032572522437,0.0,False,0,0,1,0,0,1,0,0,0,0,1,0
0.0,0.801302573724833,0.07635942173142526,0.41196379378559067,0.42704713634982283,False,0,0,1,1,0,0,0,0,0,1,0,0
0.11362489805361456,0.0,0.7491809866992997,0.0,0.6525467276069733,True,0,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,0,0,1,0,0,0
0.11105900609601232,0.0,0.8649931974301203,0.4893390088318966,0.0,True,0,0,1,0,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,1,0,1,0,0,1,0,0
0.5010476686426673,0.6160841231779735,0.0,0.607775934794868,0.0,False,1,0,0,0,0,1,0,0,0,1,0,0
0.0,0.7725609043877152,0.07537179555002099,0.03140491481250875,0.6296685419908004,False,1,0,0,1,0,0,0,0,1,0,0,0
0.20738481712551085,0.07299646090157873,0.0,0.9755321903052009,0.0,False,1,0,0,1,0,0,0,0,1,0,0,0
0.0,0.0,1.0,0.0,0.0,False,1,0,0,1,0,0,1,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,1,0,1,0,0,0
0.0,0.06170007695122272,0.01692989916344526,0.9446883733202455,0.3216680841054599,False,0,0,1,0,1,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,False,0,0,1,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,True,1,0,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,True,0,1,0,1,0,0,1,0,0,1,0,0
0.9811523662859359,0.0,0.18206951126955512,0.0,0.06473582622917516,False,0,0,1,0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,True,0,0,0,0,0,1,1,0,1,0,0,0
0.9304378474146193,0.0,0.0,0.36644974020791654,0.0,False,1,0,0,1,0,0,0,0,0,1,0,0
0.0,0.0806128067284523,0.0,0.9925451828440688,0.09140916477244143,False,0,0,1,1,0,0,0,0,0,0,1,0
0.0008541529310391865,0.0,0.0004270764655195932,0.9999995440141276,0.0,False,0,0,1,1,0,0,0,0,0,1,0,0
0.0,0.0,0.9999998668741565,0.0,0.000515995803340638,True,0,0,1,1,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,1,0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,1,0,1,0,0,1,0,0
0.08084563600525829,0.1753104293303988,0.9776816339847365,0.08287402113800671,0.0008693079140350354,True,0,0,1,0,1,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,False,0,1,0,1,0,0,1,0,0,1,0,0
0.025471029382784668,0.6203610711895999,0.0837713855256029,0.7794134991132108,0.0005660228751729926,False,0,0,1,1,0,0,0,0,0,1,0,0
0.0,0.9986985594635998,0.0,0.0286788437683804,0.04217477024761823,False,0,0,1,1,0,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,1,0,1,0,0,0
0.0,0.0,1.0,0.0,0.0,True,0,0,1,0,0,0,1,0,0,1,0,0
0.0019110331029164138,0.2923880647462113,0.3764735212745335,0.0,0.8790752273415503,False,0,0,1,1,0,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,True,0,1,0,1,0,0,1,0,1,0,0,0
0.001940811145594312,0.5007292755633325,0.8656017709350631,0.0,0.0,True,0,0,1,1,0,0,0,0,1,0,0,0
0.9997432936073647,0.01900847988873201,0.0,0.0,0.012329824792691034,False,1,0,0,1,0,0,0,0,0,1,0,0
0.9526860714684531,0.0,0.002402739146200386,0.30394650199434886,0.0,False,0,0,1,0,0,1,0,0,0,1,0,0
0.9999256535575493,0.0,0.010145807082320116,0.0067638713882134105,0.0,True,0,0,1,1,0,0,0,0,0,0,1,0
0.2531754011424998,0.0,0.006662510556381574,0.0013325021112763147,0.9673965327866044,False,0,0,1,1,0,0,0,0,1,0,0,0
0.007387967834551529,0.9996843976127537,0.0,0.0,0.02401089546229247,False,0,0,1,1,0,0,0,0,1,0,0,0
0.0,0.0009407333560774022,0.0,0.0,0.9999995575102785,False,0,0,1,1,0,0,0,0,1,0,0,0
0.061813609002836827,0.11153325102685775,0.9917052922629039,0.0,0.01612528930508787,False,0,1,0,0,0,1,0,0,0,1,0,0
0.0001188745161370834,0.9981893120030894,0.0,0.0,0.0601505051653642,True,0,0,1,0,1,0,0,0,0,0,1,0
0.1429184352381072,0.0,0.9897344698802255,0.0,0.0,True,0,0,1,0,0,1,0,0,0,1,0,0
0.010810179116828106,0.0,0.9999415683065997,0.0,0.0,True,0,0,1,0,0,1,0,0,0,1,0,0
0.0,0.5173850666565144,0.0,0.028438459999441976,0.8552800399832176,False,0,0,1,0,1,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,False,0,0,1,1,0,0,1,0,1,0,0,0
1.0,0.0,0.0,0.0,0.0,False,0,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,0,0,1,0,0,0
0.9996948649072711,0.0,0.0,0.0,0.024701762650325015,True,0,0,1,1,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,1,0,1,0,0,1,0,0
0.2495802608452351,0.0,0.0,0.7546550067263507,0.6067994019602161,False,0,0,1,1,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,1,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,1,0,0,1,0,0
1.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,1,0,0,1,0,0
0.0013839388939146733,0.9646054090585273,0.042902105711354874,0.2601805120559586,0.0,False,0,0,1,1,0,0,0,0,0,1,0,0
0.0,0.0,0.9987137800800168,0.0014906175822089803,0.05068099779510533,False,0,0,1,1,0,0,0,0,1,0,0,0
0.0,0.0,1.0,0.0,0.0,True,0,0,1,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,1,0,1,0,0,0
0.0,0.8845504873035196,0.0,0.002196731342641191,0.46643928842081295,False,0,0,1,0,1,0,0,0,0,0,1,0
0.0,0.9992849573280906,0.005836944844206137,0.03735644700291928,0.0,False,0,0,1,1,0,0,0,0,0,1,0,0
0.0,0.9462373103550893,0.32214482604404854,0.0,0.029285893276731687,True,0,0,1,1,0,0,0,0,0,1,0,0
0.4166733830014221,0.5720885355035602,0.7047273294493506,0.04957207450499234,0.0,False,0,1,0,1,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,1,0,0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,1,0,0,1,0,0
0.0,0.0,0.0,0.9940433422475716,0.10898547487292652,False,0,0,1,1,0,0,0,0,1,0,0,0
0.0,0.9993120733016997,0.0,0.0,0.037086118069413664,True,0,0,1,1,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,True,1,0,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,False,0,0,1,1,0,0,1,0,1,0,0,0
